FID,Shape,siteID,xcoord,ycoord,mdcaty,wgt,stratum,panel,EvalStatus,EvalReason,status,COMID,LongitudeDD,LatitudeDD,GNIS_NAME,FDATE,RESOLUTION,GNIS_ID,LENGTHKM,REACHCODE,FLOWDIR,FCODE,FTYPE,DES_FTYPE,STATE,MAJ_RIVER,MAJ_RIV_NM,NRSA_NAME,HUC8,SO,US_L4CODE,US_L4NAME,US_L3CODE,US_L3NAME,NA_L3CODE,NA_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,STATE_NAME,WSA_9,WSA_9_NM,WSA_3,FEAT_NAME,OWNER,OWNER_CAT,OWNER_ADM,OWNER_CAT2,URBAN,FRAME14,sort_id,PSTL_CODE,STRAH_CAT,DES_CAT,DES_NRSA14,Basin
253,Point,NY18-1254,1454896.371,736874.2891,1st,707.634706,Genesee_River_NRSA14_ST,Base,NotEval,PB - appears dry,PB,15540149,-77.990849,42.845064, ,8/1/2004,Medium, ,2.169143,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130003,1,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,34750,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
254,Point,NY18-1255,1486857.066,723613.3507,1st,707.634706,Genesee_River_NRSA14_ST,Base,NotEval,PB - not a waterway,PB,15540247,-77.636245,42.674166, ,8/1/2004,Medium, ,4.838501,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130003,1,60d,Finger Lakes Uplands and Gorges,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,34805,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
255,Point,NY18-1256,1499856.612,737310.1158,1st,707.634706,Genesee_River_NRSA14_ST,Base,NotEval,TS,TS,15539791,-77.447108,42.77197, ,8/1/2004,Medium, ,2.393293,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130003,1,60d,Finger Lakes Uplands and Gorges,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,34600,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
256,Point,NY18-1257,1448727.182,717039.7445,3rd,178.773777,Genesee_River_NRSA14_ST,Base,NotEval,TS - WOATK-53.3,TS,15541561,-78.111085,42.681095,Oatka Creek,8/1/2004,Medium,970417,1.916496,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Oatka Creek,4130003,3,60f,Cattaraugus Hills,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,35101,NY,LargeStreams,StreamsLarge,LargeStreams,Genesee_River
257,Point,NY18-1258,1454658.978,750452.5619,2nd,278.770526,Genesee_River_NRSA14_ST,Base,NotEval,TS - MUCK-4.3,TS,15539103,-77.962196,42.964816,Mud Creek,8/1/2004,Medium,957995,9.361298,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Mud Creek,4130003,2,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,34216,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
258,Point,NY18-1259,1482235.405,708858.7296,1st,707.634706,Genesee_River_NRSA14_ST,Base,NotEval,PB - dry,PB,15547837,-77.726535,42.552529, ,8/1/2004,Medium, ,1.490648,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130002,1,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,35475,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
259,Point,NY18-1260,1479438.975,759207.8935,2nd,278.770526,Genesee_River_NRSA14_ST,Base,NotEval,TS,TS,15538959,-77.641729,42.99954, ,8/1/2004,Medium, ,0.907915,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130003,2,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,34142,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
260,Point,NY18-1261,1456189.39,695070.8318,4th+,281.232903,Genesee_River_NRSA14_ST,OverSamp,NotEval,TS,TS,15551291,-78.071683,42.475531,Genesee River,8/1/2004,Medium,1175518,0.881065,4.13E+12,With Digitized,55800,ArtificialPath,ArtificialPathStreamPer,NY, , ,Genesee River,4130002,4,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,36637,NY,LargeStreams,StreamsLarge,LargeStreams,Genesee_River
261,Point,NY18-1262,1480428.695,652559.2561,1st,707.634706,Genesee_River_NRSA14_ST,OverSamp,NotEval,TS,TS,15550177,-77.879008,42.061322, ,8/1/2004,Medium, ,3.557294,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130002,1,60e,Glaciated Allegheny Hills,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,36240,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
262,Point,NY18-1263,1485896.69,725732.7886,2nd,278.770526,Genesee_River_NRSA14_ST,OverSamp,NotEval,TS,TS,15539893,-77.64282,42.694427,McMillan Creek,8/1/2004,Medium,956831,4.945271,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,McMillan Creek,4130003,2,60d,Finger Lakes Uplands and Gorges,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,34658,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
263,Point,NY18-1264,1473659.954,734872.5175,1st,707.634706,Genesee_River_NRSA14_ST,OverSamp,NotEval,TS,TS,15539641,-77.768906,42.79565, ,8/1/2004,Medium, ,1.598893,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130003,1,60d,Finger Lakes Uplands and Gorges,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,34501,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
264,Point,NY18-1265,1459493.874,738998.1195,2nd,278.770526,Genesee_River_NRSA14_ST,OverSamp,NotEval,TS,TS,15539363,-77.93036,42.855966,Bidwells Creek,8/1/2004,Medium,943829,1.806057,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Bidwells Creek,4130003,2,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,34348,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
265,Point,NY18-1266,1440194.419,678767.3126,3rd,178.773777,Genesee_River_NRSA14_ST,OverSamp,NotEval,TS,TS,15550809,-78.301007,42.358923,Caneadea Creek,8/1/2004,Medium,945767,0.819514,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Caneadea Creek,4130002,3,60e,Glaciated Allegheny Hills,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,36406,NY,LargeStreams,StreamsLarge,LargeStreams,Genesee_River
266,Point,NY18-1267,1492858.409,742559.8284,1st,707.634706,Genesee_River_NRSA14_ST,OverSamp,NotEval,TS,TS,15540157,-77.519034,42.830186, ,8/1/2004,Medium, ,5.669426,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130003,1,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,34755,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
267,Point,NY18-1268,1444062.84,756823.8729,2nd,278.770526,Genesee_River_NRSA14_ST,OverSamp,NotEval,TS - BLAK-34.9,TS,15538551,-78.075761,43.038673,Black Creek,8/1/2004,Medium,969886,2.501146,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Black Creek,4130003,2,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,34094,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
268,Point,NY18-1269,1476277.073,758112.418,1st,707.634706,Genesee_River_NRSA14_ST,OverSamp,NotEval,LD,LD,15538951,-77.682587,42.995343, ,8/1/2004,Medium, ,0.835853,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130003,1,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,34138,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
269,Point,NY18-1270,1465064.916,766167.0786,2nd,278.770526,Genesee_River_NRSA14_ST,OverSamp,NotEval,TS,TS,15537809,-77.799411,43.085291, ,8/1/2004,Medium, ,1.47151,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130003,2,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,34017,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
270,Point,NY18-1271,1480165.008,710585.6621,2nd,278.770526,Genesee_River_NRSA14_ST,OverSamp,NotEval,TS,PB,15548217,-77.747397,42.571231,Bradner Creek,8/1/2004,Medium,944587,1.210893,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Bradner Creek,4130002,2,60d,Finger Lakes Uplands and Gorges,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,35657,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
271,Point,NY18-1272,1474447.684,752551.3033,2nd,278.770526,Genesee_River_NRSA14_ST,OverSamp,NotEval,TS,TS,15539059,-77.71784,42.949618, ,8/1/2004,Medium, ,0.991249,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130003,2,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,34194,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
272,Point,NY18-1273,1437353.339,702061.4031,1st,707.634706,Genesee_River_NRSA14_ST,OverSamp,NotEval,PB - dry,PB,15549303,-78.282362,42.568384, ,8/1/2004,Medium, ,1.549162,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130002,1,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,35857,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
273,Point,NY18-1274,1481272.338,661080.4562,1st,707.634706,Genesee_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15550127,-77.84925,42.134693, ,8/1/2004,Medium, ,3.116176,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130002,1,60e,Glaciated Allegheny Hills,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,36216,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
274,Point,NY18-1275,1469139.504,716182.5747,3rd,178.773777,Genesee_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15547489,-77.867062,42.639157, ,8/1/2004,Medium, ,1.616809,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130002,3,60d,Finger Lakes Uplands and Gorges,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,35284,NY,LargeStreams,StreamsLarge,LargeStreams,Genesee_River
275,Point,NY18-1276,1472583.948,738719.0834,2nd,278.770526,Genesee_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15540155,-77.772878,42.831278,South Fork Jaycox Creek,8/1/2004,Medium,965748,1.647983,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,South Fork Jaycox Creek,4130003,2,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,34754,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
276,Point,NY18-1277,1451081.906,742338.1521,4th+,281.232903,Genesee_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15541249,-78.024305,42.899516,Oatka Creek,8/1/2004,Medium,970417,1.906652,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Oatka Creek,4130003,4,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,34933,NY,LargeStreams,StreamsLarge,LargeStreams,Genesee_River
277,Point,NY18-1278,1457763.899,664375.7324,2nd,278.770526,Genesee_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15550999,-78.123006,42.203235, ,8/1/2004,Medium, ,1.291587,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130002,2,60e,Glaciated Allegheny Hills,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,36508,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
278,Point,NY18-1279,1467992.464,767994.1343,1st,707.634706,Genesee_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15537329,-77.759625,43.096354, ,8/1/2004,Medium, ,0.858324,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130003,1,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,Urban,NRSA14_ST,57593,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
279,Point,NY18-1280,1487794.102,741821.7696,1st,707.634706,Genesee_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15539541,-77.581916,42.832448, ,8/1/2004,Medium, ,4.425151,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130003,1,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,34437,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
280,Point,NY18-1281,1460600.813,721405.5895,2nd,278.770526,Genesee_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15547329,-77.957839,42.699498, ,8/1/2004,Medium, ,5.328404,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130002,2,60d,Finger Lakes Uplands and Gorges,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,35195,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
281,Point,NY18-1282,1463919.51,748683.2295,2nd,278.770526,Genesee_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15539087,-77.854267,42.93358,Christie Creek,8/1/2004,Medium,946640,2.677036,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Christie Creek,4130003,2,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,34209,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
282,Point,NY18-1283,1486645.554,707096.1021,1st,707.634706,Genesee_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15547937,-77.677638,42.529503, ,8/1/2004,Medium, ,3.178882,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130002,1,60d,Finger Lakes Uplands and Gorges,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,35535,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
283,Point,NY18-1284,1486060.067,756751.8517,2nd,278.770526,Genesee_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15539073,-77.567447,42.966564, ,8/1/2004,Medium, ,3.425794,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130003,2,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,34202,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
284,Point,NY18-1285,1463046.642,707991.0057,3rd,178.773777,Genesee_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15547767,-77.959427,42.577506,Keshequa Creek,8/1/2004,Medium,954558,6.261425,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Keshequa Creek,4130002,3,60d,Finger Lakes Uplands and Gorges,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,35434,NY,LargeStreams,StreamsLarge,LargeStreams,Genesee_River
285,Point,NY18-1286,1489776.729,651986.4334,3rd,178.773777,Genesee_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15550197,-77.768691,42.040407,Cryder Creek,8/1/2004,Medium,947882,1.225717,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Cryder Creek,4130002,3,60e,Glaciated Allegheny Hills,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,36251,NY,LargeStreams,StreamsLarge,LargeStreams,Genesee_River
286,Point,NY18-1287,1476394.688,742689.5423,4th+,281.232903,Genesee_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15539375,-77.717525,42.859648,Conesus Creek,8/1/2004,Medium,947263,0.647199,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Conesus Creek,4130003,4,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,34354,NY,LargeStreams,StreamsLarge,LargeStreams,Genesee_River
287,Point,NY18-1288,1470063.987,688559.544,3rd,178.773777,Genesee_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15550005,-77.920007,42.394963,Black Creek,8/1/2004,Medium,944106,5.268923,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Black Creek,4130002,3,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,36154,NY,LargeStreams,StreamsLarge,LargeStreams,Genesee_River
288,Point,NY18-1289,1468447.829,743585.6364,1st,707.634706,Genesee_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15539291,-77.811443,42.881084, ,8/1/2004,Medium, ,3.117938,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130003,1,83c,Ontario Lowlands,83,Eastern Great Lakes Lowlands,8.1.1,Eastern Great Lakes Lowlands,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,34312,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
289,Point,NY18-1290,1451219.048,687578.1962,4th+,281.232903,Genesee_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15551285,-78.148569,42.418016,Genesee River,8/1/2004,Medium,1175518,8.324155,4.13E+12,With Digitized,55800,ArtificialPath,ArtificialPathStreamPer,NY, , ,Genesee River,4130002,4,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,36634,NY,LargeStreams,StreamsLarge,LargeStreams,Genesee_River
290,Point,NY18-1291,1501765.686,723161.0684,1st,707.634706,Genesee_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15539983,-77.457805,42.644457,Honeoye Inlet,8/1/2004,Medium,970217,2.302011,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Honeoye Inlet,4130003,1,60d,Finger Lakes Uplands and Gorges,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,34703,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
291,Point,NY18-1292,1460104.568,712566.5527,1st,707.634706,Genesee_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15548195,-77.984274,42.62267, ,8/1/2004,Medium, ,3.014128,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , , ,4130002,1,60d,Finger Lakes Uplands and Gorges,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,35639,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
292,Point,NY18-1293,1473125.689,708522.6199,2nd,278.770526,Genesee_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15547783,-77.836901,42.565104,Sugar Creek,8/1/2004,Medium,966705,1.990049,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Sugar Creek,4130002,2,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,35443,NY,SmallStreams,StreamsSmall,SmallStreams,Genesee_River
293,Point,NY18-1294,1450647.301,699713.9049,4th+,281.232903,Genesee_River_NRSA14_ST,OverSamp,NotEval,NN,NN,15549459,-78.127692,42.525612,Wiscoy Creek,8/1/2004,Medium,971519,5.318785,4.13E+12,With Digitized,46006,StreamRiver,StreamRiverPer,NY, , ,Wiscoy Creek,4130002,4,60a,Glaciated Low Allegheny Plateau,60,Northern Allegheny Plateau,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,8,EASTERN TEMPERATE FORESTS,New York,NAP,Northern Appalachians,EHIGH, ,NonFederal, , , ,NonUrban,NRSA14_ST,35939,NY,LargeStreams,StreamsLarge,LargeStreams,Genesee_River
